ticker,name,mcap,ivol,div,country,gics_code
DPW GR Equity,DEUTSCHE POST AG-REG,36009439232,21.32830048,2.893081903,DE,20
PSA US Equity,PUBLIC STORAGE,35418660864,21.33679962,3.827750921,US,60
7201 JP Equity,NISSAN MOTOR CO LTD,35413864448,,4.800724983,JP,25
EW US Equity,EDWARDS LIFESCIENCES CORP,35205988352,30.55990028,0,US,35
NG/ LN Equity,NATIONAL GRID PLC,35158380544,24.36240005,5.55846405,GB,55
8766 JP Equity,TOKIO MARINE HOLDINGS INC,35132682240,,3.379091978,JP,40
VUG US Equity,VANGUARD GROWTH ETF,35049119744,18.02659988,,US,
VLO US Equity,VALERO ENERGY CORP,35043618816,28.78829956,3.046458006,US,10
9020 JP Equity,EAST JAPAN RAILWAY CO,35004731392,,1.419589996,JP,20
APD US Equity,AIR PRODUCTS & CHEMICALS INC,34824884224,20.4708004,2.544147968,US,15
FIS US Equity,FIDELITY NATIONAL INFO SERV,34661359616,22.3927002,1.232861996,US,45
6954 JP Equity,FANUC CORP,34659872768,,2.089020967,JP,20
6594 JP Equity,NIDEC CORP,34571960320,,0.579621971,JP,20
6505 TT Equity,FORMOSA PETROCHEMICAL CORP,34510995456,,5.454545021,TW,10
ROST US Equity,ROSS STORES INC,34468466688,25.93449974,0.809306979,US,25
AMAT US Equity,APPLIED MATERIALS INC,34231824384,35.36920166,1.854140997,US,45
NOKIA FH Equity,NOKIA OYJ,34208581632,28.80069923,4.879301071,FI,45
F US Equity,FORD MOTOR CO,34130411520,31.12109947,5.204163074,US,25
4452 JP Equity,KAO CORP,34117384192,,1.443758965,JP,30
NOW US Equity,SERVICENOW INC,34083137536,35.25699997,0,US,45
INVEB SS Equity,INVESTOR AB-B SHS,34077884416,17.38129997,3.207698107,SE,40
762 HK Equity,CHINA UNICOM HONG KONG LTD,33887860736,27.15049934,0.591232002,HK,50
4519 JP Equity,CHUGAI PHARMACEUTICAL CO LTD,33883131904,,1.074522972,JP,35
ADI US Equity,ANALOG DEVICES INC,33817776128,27.46809959,2.16792798,US,45
1308 JP Equity,NIKKO ETF - TOPIX,33808642048,,,JP,
HPQ US Equity,HP INC,33788506112,28.75200081,2.319801092,US,45
4063 JP Equity,SHIN-ETSU CHEMICAL CO LTD,33751015424,,1.272148967,JP,15
LYB US Equity,LYONDELLBASELL INDU-CL A,33708165120,26.26189995,3.217911959,US,15
CPG LN Equity,COMPASS GROUP PLC,33342603264,18.7541008,2.209847927,GB,25
GLD US Equity,SPDR GOLD SHARES,33328906240,11.72550011,,US,
DSY FP Equity,DASSAULT SYSTEMES SA,33302788096,32.06340027,0.654700994,FR,45
ACA FP Equity,CREDIT AGRICOLE SA,33299292160,23.88299942,4.565217018,FR,40
66 HK Equity,MTR CORP,33215381504,16.07029915,2.44541502,HK,20
MUV2 GR Equity,MUENCHENER RUECKVER AG-REG,33102946304,16.11800003,4.757953167,DE,40
DAL US Equity,DELTA AIR LINES INC,32985116672,28.38559914,2.715430975,US,20
CNQ CN Equity,CANADIAN NATURAL RESOURCES,32964476928,30.09910011,2.448797941,CA,10
3 HK Equity,HONG KONG & CHINA GAS,32904769536,13.49090004,2.284595013,HK,55
TRV US Equity,TRAVELERS COS INC/THE,32837847040,20.17700005,2.086405039,US,40
PHIA NA Equity,KONINKLIJKE PHILIPS NV,32837335040,22.90340042,2.536462069,NL,35
VFC US Equity,VF CORP,32673038336,26.22699928,2.324323893,US,25
SYY US Equity,SYSCO CORP,32580288512,19.99559975,2.064723969,US,30
SREN SW Equity,SWISS RE AG,32372279296,17.0673008,5.334794998,CH,40
UOB SP Equity,UNITED OVERSEAS BANK LTD,32363956224,,3.024574995,SG,40
VIV FP Equity,VIVENDI,32283588608,27.45549965,1.784121037,FR,50
AMS SM Equity,AMADEUS IT GROUP SA,32147742720,23.44519997,1.888205051,ES,45
WMB US Equity,WILLIAMS COS INC,31958308864,24.03300095,3.935717106,US,10
2317 TT Equity,HON HAI PRECISION INDUSTRY,31927701504,21.42370033,2.100840092,TW,45
6367 JP Equity,DAIKIN INDUSTRIES LTD,31737260032,,1.193011999,JP,20
EEM US Equity,ISHARES MSCI EMERGING MARKET,31673565184,20.62989998,,US,
NTR CN Equity,NUTRIEN LTD,31672576000,20.54299927,,CA,15
MFC CN Equity,MANULIFE FINANCIAL CORP,31599046656,22.11499977,3.127383947,CA,40
LQD US Equity,ISHARES IBOXX INVESTMENT GRA,31510919168,5.632999897,,US,
CSGN SW Equity,CREDIT SUISSE GROUP AG-REG,31223351296,24.92550087,1.436782002,CH,40
STZ US Equity,CONSTELLATION BRANDS INC-A,31173158912,25.99860001,0.96528703,US,30
ETN US Equity,EATON CORP PLC,31148457984,22.08119965,3.037590027,US,20
DELL US Equity,DELL TECHNOLOGIES -C,31144140800,37.24670029,,US,45
AMTD US Equity,TD AMERITRADE HOLDING CORP,31070464000,26.30599976,1.590005994,US,40
ADSK US Equity,AUTODESK INC,31040122880,38.34870148,0,US,45
RHT US Equity,RED HAT INC,31023228928,14.78730011,0,US,45
FISV US Equity,FISERV INC,31008995328,21.41419983,0,US,45
SRE US Equity,SEMPRA ENERGY,30833297408,20.42379951,3.077066898,US,55
VIG US Equity,VANGUARD DIVIDEND APPREC ETF,30792931328,15.48600006,,US,
IMB LN Equity,IMPERIAL BRANDS PLC,30772842496,21.79360008,4.579933167,GB,30
MNST US Equity,MONSTER BEVERAGE CORP,30733709312,28.85639954,0,US,30
6501 JP Equity,HITACHI LTD,30720229376,,1.946030021,JP,45
ATCOA SS Equity,ATLAS COPCO AB-A SHS,30605828096,26.45809937,1.976284981,SE,20
BT/A LN Equity,BT GROUP PLC,30542893056,25.69589996,6.769230843,GB,50
MCO US Equity,MOODY'S CORP,30541039616,23.00149918,0.772305012,US,40
CON GR Equity,CONTINENTAL AG,30406277120,26.65589905,1.999555945,DE,25
AAL LN Equity,ANGLO AMERICAN PLC,30342090752,34.64920044,4.867471218,GB,15
CSPX LN Equity,ISHARES CORE S&P 500,30310201344,17.67110062,,IE,
AD NA Equity,KONINKLIJKE AHOLD DELHAIZE N,30183458816,18.28790092,3.436050892,NL,30
ATD/B CN Equity,ALIMENTATION COUCHE-TARD -B,30167050240,20.78129959,0.838648975,CA,30
EQIX US Equity,EQUINIX INC,30119907328,26.60849953,1.765146971,US,60
SQ US Equity,SQUARE INC - A,29871067136,47.24869919,0,US,45
JCI US Equity,JOHNSON CONTROLS INTERNATION,29858863104,25.60160065,2.97142911,US,20
EBAY US Equity,EBAY INC,29847644160,28.47920036,0,US,25
DG US Equity,DOLLAR GENERAL CORP,29845258240,26.01549911,1.045856953,US,25
1113 HK Equity,CK ASSET HOLDINGS LTD,29749047296,21.2397995,2.489018917,HK,60
5108 JP Equity,BRIDGESTONE CORP,29723250688,,2.863687992,JP,25
ALL US Equity,ALLSTATE CORP,29518702592,19.60510063,1.413427949,US,40
VNQ US Equity,VANGUARD REAL ESTATE ETF,29259902976,14.82429981,,US,
6981 JP Equity,MURATA MANUFACTURING CO LTD,29222451200,,1.784489036,JP,45
VOLVB SS Equity,VOLVO AB-B SHS,29207996416,25.00040054,2.783235073,SE,20
ROP US Equity,ROPER TECHNOLOGIES INC,29171638272,22.4605999,0.564671993,US,20
2 HK Equity,CLP HOLDINGS LTD,29043363840,17.63120079,3.639775038,HK,55
LUV US Equity,SOUTHWEST AIRLINES CO,28998150144,26.98749924,0.725745022,US,20
8001 JP Equity,ITOCHU CORP,28929488896,,3.38737011,JP,20
YUM US Equity,YUM! BRANDS INC,28844195840,19.23570061,1.102805972,US,25
DNB NO Equity,DNB ASA,28835989504,21.65250015,4.667982101,NO,40
LUX IM Equity,LUXOTTICA GROUP SPA,28744568832,,1.974585056,IT,25
TEL NO Equity,TELENOR ASA,28705992704,20.95960045,4.604888916,NO,50
8031 JP Equity,MITSUI & CO LTD,28664651776,,3.84087801,JP,20
MQG AU Equity,MACQUARIE GROUP LTD,28559552512,22.49220085,4.713314056,AU,40
LHN SW Equity,LAFARGEHOLCIM LTD-REG,28432709632,23.39830017,3.639672041,CH,15
KBC BB Equity,KBC GROUP NV,28341270528,23.42569923,4.218815804,BE,40
HAL US Equity,HALLIBURTON CO,28252491776,30.67420006,1.473297,US,10
ORSTED DC Equity,ORSTED A/S,28225339392,23.53310013,2.657218933,DK,55
4503 JP Equity,ASTELLAS PHARMA INC,28217233408,,2.230483055,JP,35
ERICB SS Equity,ERICSSON LM-B SHS,28169240576,29.35569954,1.857010007,SE,45
ORLY US Equity,O'REILLY AUTOMOTIVE INC,28156678144,27.85860062,0,US,25
WOW AU Equity,WOOLWORTHS GROUP LTD,28077737984,15.5340004,3.10413909,AU,30
CP CN Equity,CANADIAN PACIFIC RAILWAY LTD,28073035776,24.22699928,0.952494979,CA,20
TSCO LN Equity,TESCO PLC,27953704960,22.3701992,1.460564971,GB,30
EA US Equity,ELECTRONIC ARTS INC,27952947200,33.83869934,0,US,50
RCI/B CN Equity,ROGERS COMMUNICATIONS INC-B,27929954304,14.46090031,2.997658014,CA,50
27 HK Equity,GALAXY ENTERTAINMENT GROUP L,27778070528,39.63499832,0,HK,25
TEL US Equity,TE CONNECTIVITY LTD,27558113280,22.8470993,1.910611033,CH,45
WELL US Equity,WELLTOWER INC,27437068288,19.47610092,5.457110882,US,60
MAERSKB DC Equity,AP MOLLER-MAERSK A/S-B,27380975616,31.36770058,1.370967031,DK,20
G IM Equity,ASSICURAZIONI GENERALI,27367919616,17.72750092,5.592104912,IT,40
FRE GR Equity,FRESENIUS SE & CO KGAA,27279421440,30.30120087,1.152605057,DE,35
STI US Equity,SUNTRUST BANKS INC,27135039488,24.77459908,3.568595886,US,40
STT US Equity,STATE STREET CORP,27090200576,27.40239906,2.822261095,US,40
MPLX US Equity,MPLX LP,27086092288,23.12509918,6.477304935,US,10
1109 HK Equity,CHINA RESOURCES LAND LTD,26985650176,38.52799988,4.204347134,HK,60
UCG IM Equity,UNICREDIT SPA,26936291328,32.9518013,2.053915024,IT,40
SWEDA SS Equity,SWEDBANK AB - A SHARES,26841372672,19.14179993,6.670034885,SE,40
STAN LN Equity,STANDARD CHARTERED PLC,26768029696,25.74130058,1.042647004,GB,40
2412 TT Equity,CHUNGHWA TELECOM CO LTD,26723856384,9.261899948,4.524528027,TW,50
7269 JP Equity,SUZUKI MOTOR CORP,26660800512,,1.291448951,JP,25
6503 JP Equity,MITSUBISHI ELECTRIC CORP,26587205632,,2.350867033,JP,20
NTGY SM Equity,NATURGY ENERGY GROUP SA,26539212800,15.45259953,5.194805145,ES,55
KNEBV FH Equity,KONE OYJ-B,26529492992,24.03380013,3.684680939,FI,20
SIRI US Equity,SIRIUS XM HOLDINGS INC,26479960064,31.06480026,0.764925003,US,50
WES AU Equity,WESFARMERS LTD,26452430848,17.02409935,4.517827988,AU,25
QSR CN Equity,RESTAURANT BRANDS INTERN,26265309184,23.2343998,1.26453495,CA,25
PEG US Equity,PUBLIC SERVICE ENTERPRISE GP,26253058048,16.63050079,3.33980608,US,55
WP US Equity,WORLDPAY INC-CLASS A,26179624960,28.2840004,0,US,45
ALXN US Equity,ALEXION PHARMACEUTICALS INC,26113460224,38.47579956,0,US,35
CNC US Equity,CENTENE CORP,26107017216,29.64900017,0,US,35
XEL US Equity,XCEL ENERGY INC,26060984320,16.625,2.993140936,US,55
FCAU US Equity,FIAT CHRYSLER AUTOMOBILES NV,26019362816,35.32279968,0,GB,25
OKE US Equity,ONEOK INC,25993930752,23.34189987,5.088868141,US,10
GLE FP Equity,SOCIETE GENERALE SA,25946071040,25.01160049,5.110336781,FR,40
GIS US Equity,GENERAL MILLS INC,25940674560,21.77820015,4.596622944,US,30
SAMPO FH Equity,SAMPO OYJ-A SHS,25855205376,22.91410065,5.676856041,FI,40
EQR US Equity,EQUITY RESIDENTIAL,25835057152,17.73279953,3.1597929,US,60
REP SM Equity,REPSOL SA,25675282432,22.58959961,10.30179691,ES,10
AVB US Equity,AVALONBAY COMMUNITIES INC,25445392384,16.89010048,3.183677912,US,60
ELE SM Equity,ENDESA SA,25349345280,16.71629906,7.740128994,ES,55
TRI CN Equity,THOMSON REUTERS CORP,25340526592,15.98120022,3.155184984,CA,20
TWTR US Equity,TWITTER INC,25326796800,47.64509964,0,US,50
PPG US Equity,PPG INDUSTRIES INC,25291057152,23.76339912,1.819427013,US,15
SCMN SW Equity,SWISSCOM AG-REG,25244297216,15.28390026,4.24300909,CH,50
IGY GR Equity,INNOGY SE,25242173440,,4.896709919,DE,55
BEI GR Equity,BEIERSDORF AG,25193226240,17.6473999,0.715014994,DE,30
IQV US Equity,IQVIA HOLDINGS INC,25189498880,24.79809952,0,US,35
PAYX US Equity,PAYCHEX INC,25100472320,19.32430077,3.141201973,US,45
VNA GR Equity,VONOVIA SE,25049589760,18.96050072,3.189176083,DE,60
CXO US Equity,CONCHO RESOURCES INC,25005242368,34.97800064,0,US,10
BHGE US Equity,BAKER HUGHES A GE CO,24962721792,33.34840012,56.41592789,US,10
ED US Equity,CONSOLIDATED EDISON INC,24874379264,16.59530067,3.248970032,US,55
APH US Equity,AMPHENOL CORP-CL A,24856475648,21.5442009,0.79726702,US,45
TLS AU Equity,TELSTRA CORP LTD,24839200768,21.50230026,5.725191116,AU,50
ADM US Equity,ARCHER-DANIELS-MIDLAND CO,24814120960,22.4008007,3.193613052,US,30
1330 JP Equity,NIKKO ETF - NKY 225,24784089088,,,JP,
DB1 GR Equity,DEUTSCHE BOERSE AG,24752488448,20.2031002,2.530992031,DE,40
RSG US Equity,REPUBLIC SERVICES INC,24751751168,15.06499958,1.967164993,US,20
S US Equity,SPRINT CORP,24750891008,38.76850128,0,US,50
MCK US Equity,MCKESSON CORP,24748306432,27.24699974,0.922837019,US,35
4568 JP Equity,DAIICHI SANKYO CO LTD,24729485312,,1.985252023,JP,35
PXD US Equity,PIONEER NATURAL RESOURCES CO,24699957248,36.29930115,0.046282999,US,10
HMB SS Equity,HENNES & MAURITZ AB-B SHS,24687560704,30.26409912,4.94672823,SE,25
6301 JP Equity,KOMATSU LTD,24668628992,,2.368197918,JP,20
AENA SM Equity,AENA SME SA,24661057536,17.58499908,3.846153975,ES,20
XLF US Equity,FINANCIAL SELECT SECTOR SPDR,24582881280,18.67849922,,US,
APC US Equity,ANADARKO PETROLEUM CORP,24543350784,34.99150085,0.372855991,US,10
6752 JP Equity,PANASONIC CORP,24530534400,,1.972386956,JP,25
GLW US Equity,CORNING INC,24516225024,27.38750076,1.938105941,US,45
HO FP Equity,THALES SA,24434302976,21.28120041,1.947039962,FR,20
FTV US Equity,FORTIVE CORP,24389312512,24.33160019,0.387008011,US,20
12 HK Equity,HENDERSON LAND DEVELOPMENT,24344250368,21.39150047,3.320388079,HK,60
8802 JP Equity,MITSUBISHI ESTATE CO LTD,24328857600,,1.445649028,JP,60
ABN NA Equity,ABN AMRO GROUP NV-CVA,24235700224,20.58370018,5.390335083,NL,40
SPOT US Equity,SPOTIFY TECHNOLOGY SA,24211752960,46.86050034,,SE,50
BSV US Equity,VANGUARD SHORT-TERM BOND ETF,24183126016,,,US,
CMI US Equity,CUMMINS INC,24174110720,24.01869965,2.383378983,US,20
HEIO NA Equity,HEINEKEN HOLDING NV,24143302656,,1.782034039,NL,30
ABF LN Equity,ASSOCIATED BRITISH FOODS PLC,24142907392,23.91060066,2.012521982,GB,30
8801 JP Equity,MITSUI FUDOSAN CO LTD,24021764096,,1.549486995,JP,60
005380 KS Equity,HYUNDAI MOTOR CO,24006387712,32.07260132,2.564102888,KR,25
NXPI US Equity,NXP SEMICONDUCTORS NV,23873587200,33.61000061,0,NL,45
IFX GR Equity,INFINEON TECHNOLOGIES AG,23823341568,28.60650063,1.380720973,DE,45
4523 JP Equity,EISAI CO LTD,23787732992,,2.212063074,JP,35
XLNX US Equity,XILINX INC,23664621568,37.11399841,1.93798399,US,45
IR US Equity,INGERSOLL-RAND PLC,23610025984,23.23469925,1.906043053,US,20
KR US Equity,KROGER CO,23477577728,28.45089912,1.670075059,US,30
URW NA Equity,UNIBAIL-RODAMCO-WESTFIELD,23443998720,20.11389923,,FR,60
HRL US Equity,HORMEL FOODS CORP,23436675072,22.1364994,1.821714997,US,30
1320 JP Equity,DAIWA ETF - NIKKEI 225,23434653696,,,JP,
NESTE FH Equity,NESTE OYJ,23414353920,31.11510086,3.186503887,FI,10
VO US Equity,VANGUARD MID-CAP ETF,23323535360,13.80959988,,US,
UAL US Equity,UNITED CONTINENTAL HOLDINGS,23320229888,30.40060043,0,US,20
TROW US Equity,T ROWE PRICE GROUP INC,23249649664,24.89839935,2.172877073,US,40
MTB US Equity,M & T BANK CORP,23241830400,20.93099976,2.480262995,US,40
207940 KS Equity,SAMSUNG BIOLOGICS CO LTD,23238176768,,0,KR,35
VB US Equity,VANGUARD SMALL-CAP ETF,23197757440,16.09790039,,US,
CRH ID Equity,CRH PLC,23194308608,24.43899918,2.270071983,IE,15
VCSH US Equity,VANGUARD S/T CORP BOND ETF,23175927808,,,US,
4911 JP Equity,SHISEIDO CO LTD,23147692032,,0.504957974,JP,30
VEU US Equity,VANGUARD FTSE ALL-WORLD EX-U,23124805632,13.87839985,,US,
051910 KS Equity,LG CHEM LTD,23106945024,30.13920021,1.481480956,KR,15
EXPN LN Equity,EXPERIAN PLC,23038597120,18.08390045,2.07645607,GB,20
MT NA Equity,ARCELORMITTAL,23037136896,34.41270065,0.30677101,LU,15
DLR US Equity,DIGITAL REALTY TRUST INC,23018274816,23.93479919,3.266022921,US,60
4578 JP Equity,OTSUKA HOLDINGS CO LTD,22956197888,,2.021018982,JP,35
A US Equity,AGILENT TECHNOLOGIES INC,22912081920,24.39170074,0.919894993,US,35
LRCX US Equity,LAM RESEARCH CORP,22897223680,33.61470032,1.459645033,US,45
RCL US Equity,ROYAL CARIBBEAN CRUISES LTD,22853754880,30.03709984,1.810865045,US,25
IBKR US Equity,INTERACTIVE BROKERS GRO-CL A,22689308672,30.31710052,0.675562024,US,40
HSY US Equity,HERSHEY CO/THE,22688614400,18.53860092,2.244735956,US,30
GIVN SW Equity,GIVAUDAN-REG,22669891584,16.96380043,2.575488091,CH,15
WPL AU Equity,WOODSIDE PETROLEUM LTD,22647783424,21.72100067,3.792260885,AU,10
TCL AU Equity,TRANSURBAN GROUP,22642468864,14.53120041,4.553049088,AU,20
EOAN GR Equity,E.ON SE,22630076416,20.65920067,3.310893059,DE,55
DLTR US Equity,DOLLAR TREE INC,22526236672,28.74270058,0,US,25
CCEP US Equity,COCA-COLA EUROPEAN PARTNERS,22470920192,18.62630081,3.137485981,GB,30
068270 KS Equity,CELLTRION INC,22412134400,49.23149872,0,KR,35
VYM US Equity,VANGUARD HIGH DVD YIELD ETF,22360348672,13.98649979,,US,
WEC US Equity,WEC ENERGY GROUP INC,22358175744,16.05620003,3.13111496,US,55
CABK SM Equity,CAIXABANK SA,22344536064,27.45429993,1.79994905,ES,40
DFS US Equity,DISCOVER FINANCIAL SERVICES,22297974784,23.96559906,1.690068007,US,40
SEBA SS Equity,SKANDINAVISKA ENSKILDA BAN-A,22291052544,20.0890007,5.970923901,SE,40
TSN US Equity,TYSON FOODS INC-CL A,22289418240,25.37490082,2.141777039,US,30
1925 JP Equity,DAIWA HOUSE INDUSTRY CO LTD,22171383808,,2.609755993,JP,60
6273 JP Equity,SMC CORP,22166892544,,0.928721011,JP,20
7741 JP Equity,HOYA CORP,22125754368,,1.41376102,JP,35
SCHP SW Equity,SCHINDLER HOLDING-PART CERT,22113574912,22.15640068,1.78332603,CH,20
RR/ LN Equity,ROLLS-ROYCE HOLDINGS PLC,22065502208,26.2798996,0,GB,20
PCAR US Equity,PACCAR INC,22007429120,25.56579971,4.769274235,US,20
BF/B US Equity,BROWN-FORMAN CORP-CLASS B,22002010112,24.39660072,2.869379044,US,30
WDI GR Equity,WIRECARD AG,21943066624,37.77349854,0.171913996,DE,45
8035 JP Equity,TOKYO ELECTRON LTD,21929916416,,3.117661953,JP,45
SLF CN Equity,SUN LIFE FINANCIAL INC,21921394688,17.65320015,3.363531113,CA,40
UG FP Equity,PEUGEOT SA,21838706688,29.89109993,3.125921965,FR,25
VUSA LN Equity,VANG S&P500 USDD,21812287488,,,IE,
GWO CN Equity,GREAT-WEST LIFECO INC,21786349568,15.14389992,4.182335854,CA,40
VTR US Equity,VENTAS INC,21758791680,17.88159943,5.190802097,US,60
SHBA SS Equity,SVENSKA HANDELSBANKEN-A SHS,21727903744,18.78359985,4.90196085,SE,40
AKZA NA Equity,AKZO NOBEL,21703815168,22.85140038,3.423719883,NL,15
HLT US Equity,HILTON WORLDWIDE HOLDINGS IN,21673334784,26.73900032,0.751314998,US,25
PPL US Equity,PPL CORP,21641439232,18.70190048,5.105008125,US,55
IMO CN Equity,IMPERIAL OIL LTD,21599145984,26.11490059,1.605913997,CA,10
TEAM US Equity,ATLASSIAN CORP PLC-CLASS A,21592750080,47.86949921,0,AU,45
4543 JP Equity,TERUMO CORP,21587484672,,0.894454002,JP,35
FME GR Equity,FRESENIUS MEDICAL CARE AG &,21547808768,31.22109985,1.207563996,DE,35
4901 JP Equity,FUJIFILM HOLDINGS CORP,21545099264,,1.766783953,JP,45
TIP US Equity,ISHARES TIPS BOND ETF,21509038080,4.043799877,,US,
PH US Equity,PARKER HANNIFIN CORP,21505366016,25.9314003,1.758100986,US,20
ZBH US Equity,ZIMMER BIOMET HOLDINGS INC,21486864384,24.3071003,0.795557976,US,35
1972 HK Equity,SWIRE PROPERTIES LTD,21472268288,,3.055556059,HK,60
ES US Equity,EVERSOURCE ENERGY,21443661824,14.08030033,3.007281065,US,55
FDC US Equity,FIRST DATA CORP- CLASS A,21432012800,22.52020073,0,US,45
RACE US Equity,FERRARI NV,21371707392,32.66680145,0.814157009,IT,25
ADYEN NA Equity,ADYEN NV,21348808704,49.4756012,,NL,45
IVW US Equity,ISHARES S&P 500 GROWTH ETF,21305339904,19.3980999,,US,
BA/ LN Equity,BAE SYSTEMS PLC,21285543936,20.94199944,3.804538012,GB,20
AZO US Equity,AUTOZONE INC,21281191936,27.56279945,0,US,25
AV/ LN Equity,AVIVA PLC,21161670656,21.11860085,5.409674168,GB,40
823 HK Equity,LINK REIT,21156657152,19.80789948,3.728060007,HK,60
1301 TT Equity,FORMOSA PLASTICS CORP,21105883136,21.91580009,5.775075912,TW,15
2503 JP Equity,KIRIN HOLDINGS CO LTD,21042477056,,1.619433045,JP,30
WCN CN Equity,WASTE CONNECTIONS INC,21037905920,17.68899918,0.702500999,US,20
SHV US Equity,ISHARES SHORT TREASURY BOND,20880719872,,,US,
ABX CN Equity,BARRICK GOLD CORP,20844877824,33.54700089,0.826865017,CA,15
LONN SW Equity,LONZA GROUP AG-REG,20768266240,27.56459999,1.044435978,CH,35
AMD US Equity,ADVANCED MICRO DEVICES,20757688320,58.81600189,0,US,45
8591 JP Equity,ORIX CORP,20726478848,,3.517185926,JP,40
ASSAB SS Equity,ASSA ABLOY AB-B,20713578496,20.60099983,1.936619997,SE,20
1038 HK Equity,CK INFRASTRUCTURE HOLDINGS L,20708407296,,3.544303894,HK,55
DIA US Equity,SPDR DJIA TRUST,20688674816,16.84420013,,US,
SWK US Equity,STANLEY BLACK & DECKER INC,20677105664,25.86630058,1.426130056,US,20
005490 KS Equity,POSCO,20671352832,30.05559921,2.406014919,KR,15
SHY US Equity,ISHARES 1-3 YEAR TREASURY BO,20651087872,2.50909996,,US,
K US Equity,KELLOGG CO,20623466496,22.49090004,3.11856389,US,30
WLTW US Equity,WILLIS TOWERS WATSON PLC,20616052736,22.09049988,1.40686202,GB,40
USMV US Equity,ISHARES EDGE MSCI MIN VOL US,20596312064,13.27110004,,US,
6971 JP Equity,KYOCERA CORP,20585134080,,1.998667955,JP,45
T CN Equity,TELUS CORP,20580947968,14.0369997,4.136917114,CA,50
DTE US Equity,DTE ENERGY COMPANY,20553889792,15.5298996,3.069613934,US,55
HPE US Equity,HEWLETT PACKARD ENTERPRISE,20532598784,30.59560013,3.196721077,US,45
INFO US Equity,IHS MARKIT LTD,20507744256,21.91950035,0,GB,20
1326 TT Equity,FORMOSA CHEMICALS & FIBRE,20475758592,23.43840027,6.796116829,TW,15
VCIT US Equity,VANGUARD INT-TERM CORPORATE,20473460736,4.229300022,,US,
LSE LN Equity,LONDON STOCK EXCHANGE GROUP,20294457344,20.25629997,1.360401034,GB,40
NTRS US Equity,NORTHERN TRUST CORP,20182401024,23.85309982,1.601762056,US,40
LULU US Equity,LULULEMON ATHLETICA INC,20134676480,40.11449814,0,CA,25
TELIA SS Equity,TELIA CO AB,20116822016,19.39669991,6.292749882,SE,50
